+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                              ;
+--------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                          ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; MainTxctrl_inst|uart06_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart06_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart06_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart05_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart05_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart05_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart05_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart05_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart05_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart05_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart05_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart05_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart04_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart04_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart04_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart04_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart04_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart04_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart04_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart04_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart04_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart03_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart03_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart03_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart03_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart03_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart03_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart03_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart03_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart03_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart02_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart02_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart02_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart02_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart02_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart02_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart02_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart02_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart02_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart01_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart01_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart01_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart01_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart01_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart01_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart01_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart01_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart01_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst                                                                                                    ; 11    ; 0              ; 0            ; 0              ; 220    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; uart_transceiver_Main                                                                                              ; 29    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_slave_reg_inst                                                                                                 ; 52    ; 0              ; 0            ; 0              ; 514    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_slave_inst                                                                                                     ; 22    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pll_8MIn|altpll_component|auto_generated                                                                           ; 3     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pll_8MIn                                                                                                           ; 2     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+--------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
